document_id,category,title,content,keywords
KB000283,General FAQ,Language Settings Changing: Step by Step,You can change the display language for iOS from your account preferences at any time.,"change language, language settings, localization"
KB000284,Technical Support,Fix Your Notifications: A Simple Guide,"If notifications are not appearing on the Website, check that notification permissions are enabled at the device level and that do not disturb mode is turned off.","notifications not working, push notifications disabled, missing alerts"
KB000285,General FAQ,Everything You Need to Know About Referral Program on the Mobile App,Joining the referral program on the Mobile App lets you earn rewards for inviting friends who sign up and become active users.,"referral program, invite friends, earn rewards"
KB000286,Technical Support,Everything You Need to Know About Sync Issues on iOS,"If your data is not syncing on iOS, confirm you are signed into the same account on all devices and that background sync is enabled in your settings.","sync not working, data not syncing, sync error"
KB000287,Billing and Payments,How to Check Status Your Refund on Desktop,"You can check your refund status on Desktop in the billing history section. Refunds are typically processed within five to ten business days, though your bank may take longer to reflect the credit.","refund status, refund process, money back, pending refund"
KB000288,Authentication,How to Troubleshoot Your Login Errors on Desktop,"Problems signing in on Desktop are often caused by an outdated app version, an expired session, or a typo in your credentials. Clear your cache, confirm your internet connection, and make sure caps lock is off. If the issue continues after several attempts, your account may be temporarily locked for security reasons; wait a few minutes before trying again.","login not working, login error, technical issue, sign in problem, cannot log in"
KB000289,Privacy and Security,Everything You Need to Know About Data Export on Desktop,You can request an export of your personal data on Desktop from the privacy settings page. The export is prepared as a downloadable file and usually ready within a few days.,"export my data, download personal data, data portability"
KB000290,Subscription and Plans,Student Discount Applying: Step by Step,A student discount can be applied on Desktop by verifying your student status through the verification partner linked in your billing settings.,"student discount, education pricing, verify student status"
KB000291,General FAQ,Everything You Need to Know About Contacting Support on Android,"You can contact support for Android through live chat, email, or the help center contact form for faster help with account specific issues.","contact support, customer service, get help"
KB000292,Subscription and Plans,Plan Comparison Reviewing: Step by Step,You can compare plans on the Website side by side on the pricing page to see which features are included at each tier.,"compare plans, pricing details, feature comparison"
KB000293,General FAQ,Accessibility Checking: Step by Step,"Accessibility options for iOS include screen reader support, adjustable text size, and high contrast display modes.","accessibility options, screen reader support, text size"
KB000294,General FAQ,Learn Your Contacting Support: A Simple Guide,"You can contact support for the Website through live chat, email, or the help center contact form for faster help with account specific issues.","contact support, customer service, get help"
KB000295,Authentication,How to Understand Your Session Expiration on the Website,"For your security, the Website automatically signs you out after a period of inactivity. Enable the remember me option on trusted personal devices to stay signed in longer between visits.","session expired, signed out automatically, stay logged in, remember me option"
KB000296,Technical Support,Install Your App Update: A Simple Guide,Updating Android to the newest version brings bug fixes and performance improvements. Enable automatic updates in your app store settings so you never miss one.,"update app, latest version, app update available"
KB000297,Privacy and Security,Request Your Data Export: A Simple Guide,You can request an export of your personal data on iOS from the privacy settings page. The export is prepared as a downloadable file and usually ready within a few days.,"export my data, download personal data, data portability"
KB000298,Orders and Shipping,Check Your Order Tracking: A Simple Guide,You can track your order on Desktop from the order history page. Tracking updates as the package moves through each shipping stage.,"track order, order status, shipment tracking"
KB000299,Account Management,How to Request Your Account Deactivation on iOS,Deactivating your account on iOS temporarily hides your profile without deleting your data. You can reactivate at any time simply by signing back in.,"deactivate account, temporary account pause, hide profile"
KB000300,General FAQ,Join Your Referral Program: A Simple Guide,Joining the referral program on Android lets you earn rewards for inviting friends who sign up and become active users.,"referral program, invite friends, earn rewards"
KB000301,Account Management,Update Your Profile Picture: A Simple Guide,"Updating your profile picture on Desktop is simple: open your profile, select the current image, and upload a new photo from your device.","update profile picture, change avatar, upload photo"
KB000302,Account Management,Account Recovery Using: Step by Step,"If you lose access to your account on the Mobile App, the account recovery flow will ask you to verify your identity using a backup email, phone number, or security questions.","account recovery, recover lost account, identity verification"
KB000303,Technical Support,How to Fix Your Connectivity on the Mobile App,"Connectivity issues on the Mobile App are often resolved by switching between wifi and mobile data, restarting your router, or checking for a wider service outage.","connection issue, cannot connect, network error"
KB000304,Privacy and Security,Everything You Need to Know About Device Management on Desktop,The device management page on Desktop lists every device currently signed into your account. Remove any device you do not recognize to keep your account secure.,"manage devices, signed in devices, remove device access"
KB000305,Orders and Shipping,How to Understand Your Shipping Cost on the Website,"Shipping costs on the Website are calculated at checkout based on your location, order weight, and chosen delivery speed.","shipping cost, delivery fee, free shipping threshold"
KB000306,Account Management,Duplicate Accounts Merging: Step by Step,"If you accidentally created more than one account on Android, contact support with both account emails to request a merge. This combines your history and settings into a single account.","merge accounts, duplicate account, combine accounts"
KB000307,Account Management,Profile Picture Updating: Step by Step,"Updating your profile picture on iOS is simple: open your profile, select the current image, and upload a new photo from your device.","update profile picture, change avatar, upload photo"
KB000308,Subscription and Plans,How to Do Your Plan Upgrade on the Website,Upgrading your plan on the Website takes effect immediately and unlocks additional features right away. Any price difference is prorated for the current billing period.,"upgrade plan, unlock more features, prorated charge"
KB000309,Authentication,Verification Code Fixing: Step by Step,"Most issues with a login code on Desktop clear up after requesting a fresh one, since codes expire quickly. Check that your phone number or email on file is current, and look in your spam folder for email codes. If codes never arrive, confirm your carrier is not blocking short codes.","verification code not working, verification code delayed, otp not received, code expired"
KB000310,Privacy and Security,Everything You Need to Know About Two-Step Verification on the Website,"Two-step verification settings on the Website can be reviewed, updated, or disabled from your security page at any time.","manage two step verification, security settings review"
KB000311,Billing and Payments,Refund Check Statusing: Step by Step,"You can check your refund status on the Website in the billing history section. Refunds are typically processed within five to ten business days, though your bank may take longer to reflect the credit.","refund status, refund process, money back, pending refund"
KB000312,Account Management,Update Your Profile Details: A Simple Guide,"Updating your profile details on the Mobile App takes only a minute and helps keep your account information current. Open your account settings, edit your name, phone number, or address, and save the changes.","update profile, edit account details, change personal information"
KB000313,Technical Support,Fix Your Notifications: A Simple Guide,"If notifications are not appearing on the Mobile App, check that notification permissions are enabled at the device level and that do not disturb mode is turned off.","notifications not working, push notifications disabled, missing alerts"
KB000314,Technical Support,Slow Performance Improving: Step by Step,"Slow performance on Android can usually be improved by closing background apps, checking your internet connection speed, and clearing cached data from the settings menu.","app running slow, performance issue, lag, loading slowly"
KB000315,Orders and Shipping,How to Change Your Shipping Address on the Website,"You can update your shipping address on the Website before an order ships. Once a package is in transit, contact support to see if a redirection is possible.","change shipping address, update delivery address, wrong address"
KB000316,Privacy and Security,Request Your Data Deletion: A Simple Guide,Requesting deletion of your personal data on the Website can be done from the privacy settings. Some information may be retained briefly where required by law.,"delete my data, data removal request, right to be forgotten"
KB000317,Account Management,Everything You Need to Know About Account Deletion on the Mobile App,"If you want to permanently delete your account on the Mobile App, go to account settings and select the delete account option. This action removes your data and cannot be undone, so make sure to export anything you want to keep first.","delete account, close account, permanent account removal"
KB000318,Authentication,Troubleshoot Your Login Errors: A Simple Guide,"Problems signing in on Android are often caused by an outdated app version, an expired session, or a typo in your credentials. Clear your cache, confirm your internet connection, and make sure caps lock is off. If the issue continues after several attempts, your account may be temporarily locked for security reasons; wait a few minutes before trying again.","login not working, login error, technical issue, sign in problem, cannot log in"
KB000319,Orders and Shipping,Change Your Shipping Address: A Simple Guide,"You can update your shipping address on the Mobile App before an order ships. Once a package is in transit, contact support to see if a redirection is possible.","change shipping address, update delivery address, wrong address"
KB000320,Account Management,Request Your Account Deletion: A Simple Guide,"If you want to permanently delete your account on the Website, go to account settings and select the delete account option. This action removes your data and cannot be undone, so make sure to export anything you want to keep first.","delete account, close account, permanent account removal"
